DNI,Index_original,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom_complet,Nascut_a_Espanya,data_naixement,edat,Increment,Salari mensual actualitzat
37528225W,721,Clara,Castells,Espanya,Barcelona,17,7,1953,Dona,778,No,Grup A,Clara Castells,True,1953-07-17,72,0.05,816.9
84944664N,723,Oriol,Romero,Espanya,Bilbao,28,3,1959,,913,Sí,Grup A,Oriol Romero,True,1959-03-28,66,0.05,958.65
42592903R,724,Emily,Taylor,Regne Unit,Londres,24,3,1976,Dona,1250,Sí,Grup A,Emily Taylor,False,1976-03-24,49,0.05,1312.5
95233500R,726,Clara,López García,Espanya,Sevilla,18,8,1955,Dona,988,No,Grup A,Clara López García,True,1955-08-18,70,0.05,1037.4
57441590Y,728,George,Brown Jones,Regne Unit,Manchester,27,12,1979,Home,1130,Sí,Grup A,George Brown Jones,False,1979-12-27,45,0.05,1186.5
14579601F,729,Arnau,Martínez,Espanya,Bilbao,13,8,1964,Home,1321,No,Grup A,Arnau Martínez,True,1964-08-13,61,0.05,1387.05
10570045V,730,Carla,Castells López,Espanya,València,17,10,1966,Dona,1034,No,Grup A,Carla Castells López,True,1966-10-17,59,0.05,1085.7
27743987C,733,Joan,García Ferrer,Espanya,Madrid,1,6,1975,Home,800,Sí,Grup A,Joan García Ferrer,True,1975-06-01,50,0.05,840.0
60786095W,737,Marc,García,Espanya,Madrid,8,1,1972,Altres,1553,No,Grup A,Marc García,True,1972-01-08,53,0.05,1630.65
90131757Y,738,Toni,Castells,Espanya,Sevilla,11,5,2004,Home,1353,No,Grup A,Toni Castells,True,2004-05-11,21,0.05,1420.65
95250887Z,739,Arnau,García,Espanya,Sevilla,10,9,1966,,1230,No,Grup A,Arnau García,True,1966-09-10,59,0.05,1291.5
13814869T,743,Joan,Romero Romero,Espanya,Barcelona,3,11,1995,Home,1108,Sí,Grup A,Joan Romero Romero,True,1995-11-03,30,0.05,1163.4
87956285P,746,Clara,García López,Espanya,València,21,1,1983,Dona,1101,Sí,Grup A,Clara García López,True,1983-01-21,42,0.05,1156.05
60189754G,747,Clara,Sánchez,Espanya,Barcelona,3,10,1985,Dona,1431,No,Grup A,Clara Sánchez,True,1985-10-03,40,0.05,1502.55
28369496M,748,Núria,López,Espanya,Barcelona,28,5,1961,Dona,797,Sí,Grup A,Núria López,True,1961-05-28,64,0.05,836.85
58204038A,751,Olivia,Brown Brown,Regne Unit,Manchester,28,8,1952,Altres,1023,No,Grup A,Olivia Brown Brown,False,1952-08-28,73,0.05,1074.15
14157308N,752,Eva,Sánchez,Espanya,Sevilla,28,6,1958,Altres,703,No,Grup A,Eva Sánchez,True,1958-06-28,67,0.05,738.15
73829702G,754,Miguel,Ramírez,Mèxic,Ciutat de Mèxic,26,4,2005,Home,1665,No,Grup A,Miguel Ramírez,False,2005-04-26,20,0.05,1748.25
41366739S,755,Khadija,El Amrani,Marroc,Casablanca,13,9,1998,Dona,1136,Sí,Grup A,Khadija El Amrani,False,1998-09-13,27,0.05,1192.8
83294970L,757,Jordi,López,Espanya,Sevilla,18,2,1998,Home,879,No,Grup A,Jordi López,True,1998-02-18,27,0.05,922.95
72654945E,760,Michel,Girard,França,París,12,3,2004,Home,1518,Sí,Grup A,Michel Girard,False,2004-03-12,21,0.05,1593.9
67234434Y,761,Valentina,Torres,Colòmbia,Medellín,12,7,1981,Dona,859,Sí,Grup A,Valentina Torres,False,1981-07-12,44,0.05,901.95
93347578D,762,José,Cruz González,Mèxic,Ciutat de Mèxic,24,10,1983,Home,1430,No,Grup A,José Cruz González,False,1983-10-24,42,0.05,1501.5
64708400Q,764,Eva,García,Espanya,Barcelona,27,10,1960,Dona,724,Sí,Grup A,Eva García,True,1960-10-27,65,0.05,760.2
94224511S,765,Camila,Cruz Cruz,Mèxic,Ciutat de Mèxic,19,7,1954,Dona,1292,Sí,Grup A,Camila Cruz Cruz,False,1954-07-19,71,0.05,1356.6
64443494X,769,Marc,García Romero,Espanya,Bilbao,25,1,2004,Home,1086,No,Grup A,Marc García Romero,True,2004-01-25,21,0.05,1140.3
54172956P,770,Anna,Ferrer Castells,Espanya,Bilbao,1,9,1953,Dona,1162,No,Grup A,Anna Ferrer Castells,True,1953-09-01,72,0.05,1220.1
23397473D,771,Anna,Romero,Espanya,Madrid,11,3,1990,Dona,962,No,Grup A,Anna Romero,True,1990-03-11,35,0.05,1010.1
68548102E,774,Laia,López López,Espanya,Bilbao,3,5,1997,Dona,1057,Sí,Grup A,Laia López López,True,1997-05-03,28,0.05,1109.85
79888539R,775,Ali,Bennani Fassi,Marroc,Casablanca,14,12,1983,Home,1510,No,Grup A,Ali Bennani Fassi,False,1983-12-14,41,0.05,1585.5
84414697K,780,Jordi,García Ferrer,Espanya,Sevilla,21,8,1959,Home,1086,Sí,Grup A,Jordi García Ferrer,True,1959-08-21,66,0.05,1140.3
76096673N,781,Lucía,Álvarez,Argentina,Buenos Aires,10,8,1972,Altres,1141,No,Grup A,Lucía Álvarez,False,1972-08-10,53,0.05,1198.05
89826839F,786,Marta,Castells López,Espanya,Bilbao,10,1,1964,Dona,1166,Sí,Grup A,Marta Castells López,True,1964-01-10,61,0.05,1224.3
21546595T,787,Anna,Martínez,Espanya,Sevilla,24,2,1973,Dona,1155,No,Grup A,Anna Martínez,True,1973-02-24,52,0.05,1212.75
26880397A,788,Carla,Castells Castells,Espanya,Barcelona,27,3,1977,Dona,1429,No,Grup A,Carla Castells Castells,True,1977-03-27,48,0.05,1500.45
70773495X,794,Eva,Martínez,Espanya,València,4,12,1970,Dona,1238,No,Grup A,Eva Martínez,True,1970-12-04,55,0.05,1299.9
28370355T,800,Marta,Romero,Espanya,Barcelona,8,4,1957,Dona,690,No,Grup A,Marta Romero,True,1957-04-08,68,0.05,724.5
57516393C,801,Lucía,Fernández Álvarez,Argentina,Còrdova,11,3,1973,Dona,684,Sí,Grup A,Lucía Fernández Álvarez,False,1973-03-11,52,0.05,718.2
79003381D,802,Eva,García,Espanya,Bilbao,17,3,1997,Dona,1034,No,Grup A,Eva García,True,1997-03-17,28,0.05,1085.7
83094572C,803,Carla,Sánchez,Espanya,València,10,6,1981,Dona,719,Sí,Grup A,Carla Sánchez,True,1981-06-10,44,0.05,754.95
64200072V,804,Toni,Martínez Castells,Espanya,Barcelona,23,10,1957,Home,1377,No,Grup A,Toni Martínez Castells,True,1957-10-23,68,0.05,1445.85
31385792P,813,Matías,Fernández,Argentina,Buenos Aires,28,4,1953,Home,1253,No,Grup A,Matías Fernández,False,1953-04-28,72,0.05,1315.65
31281157W,814,Joan,García,Espanya,València,1,4,1977,Home,1591,Sí,Grup A,Joan García,True,1977-04-01,48,0.05,1670.55
23733093T,815,Joan,López,Espanya,Sevilla,12,8,1992,Home,977,No,Grup A,Joan López,True,1992-08-12,33,0.05,1025.85
18279367H,817,Amina,Zahraoui Zahraoui,Marroc,Casablanca,20,4,1973,Dona,1454,No,Grup A,Amina Zahraoui Zahraoui,False,1973-04-20,52,0.05,1526.7
13257049V,820,Youssef,Fassi Zahraoui,Marroc,Rabat,13,7,1974,Altres,1109,Sí,Grup A,Youssef Fassi Zahraoui,False,1974-07-13,51,0.05,1164.45
92984183N,823,Michel,Lefevre,França,Marsella,28,1,1988,Home,1120,No,Grup A,Michel Lefevre,False,1988-01-28,37,0.05,1176.0
25883422V,824,Tomás,Fernández Fernández,Argentina,Còrdova,13,6,1964,Home,1039,No,Grup A,Tomás Fernández Fernández,False,1964-06-13,61,0.05,1090.95
92292409L,825,Carlos,Ramírez Cruz,Mèxic,Ciutat de Mèxic,28,12,1971,Home,1529,Sí,Grup A,Carlos Ramírez Cruz,False,1971-12-28,53,0.05,1605.45
10736038P,826,Oriol,Castells,Espanya,Sevilla,27,3,1998,Home,1564,Sí,Grup A,Oriol Castells,True,1998-03-27,27,0.05,1642.2
95605596P,827,Lukas,Müller Schmidt,Alemanya,Munic,23,2,2005,Home,1573,No,Grup A,Lukas Müller Schmidt,False,2005-02-23,20,0.05,1651.65
23188733V,828,Núria,García,Espanya,València,11,4,1993,Dona,799,No,Grup A,Núria García,True,1993-04-11,32,0.05,838.95
59876171G,830,Arnau,Sánchez,Espanya,Madrid,28,10,1973,Home,976,Sí,Grup A,Arnau Sánchez,True,1973-10-28,52,0.05,1024.8
26977768S,837,Fatima,Zahraoui Zahraoui,Marroc,Casablanca,6,2,1993,Dona,1216,No,Grup A,Fatima Zahraoui Zahraoui,False,1993-02-06,32,0.05,1276.8
11305351X,838,Eva,García,Espanya,València,22,6,1993,Dona,1444,No,Grup A,Eva García,True,1993-06-22,32,0.05,1516.2
19888245C,839,Pau,Romero,Espanya,Madrid,20,2,1953,Home,1345,No,Grup A,Pau Romero,True,1953-02-20,72,0.05,1412.25
61051397G,843,Marta,Sánchez,Espanya,Sevilla,17,3,1999,Dona,1389,No,Grup A,Marta Sánchez,True,1999-03-17,26,0.05,1458.45
63040392X,844,Oriol,Martínez,Espanya,Sevilla,22,7,1977,Home,1348,Sí,Grup A,Oriol Martínez,True,1977-07-22,48,0.05,1415.4
99383081M,848,Oriol,Sánchez García,Espanya,València,21,5,1993,Home,895,No,Grup A,Oriol Sánchez García,True,1993-05-21,32,0.05,939.75
76741258Y,849,Carla,Castells Ferrer,Espanya,Bilbao,20,7,1952,Dona,1331,No,Grup A,Carla Castells Ferrer,True,1952-07-20,73,0.05,1397.55
38241293F,850,Carla,Martínez Castells,Espanya,Barcelona,21,10,1980,Dona,755,No,Grup A,Carla Martínez Castells,True,1980-10-21,45,0.05,792.75
28367234K,854,Isla,Jones Brown,Regne Unit,Manchester,28,3,1999,Dona,1197,No,Grup A,Isla Jones Brown,False,1999-03-28,26,0.05,1256.85
32285371X,856,Louis,Lefevre Girard,França,París,23,10,1970,Home,737,Sí,Grup A,Louis Lefevre Girard,False,1970-10-23,55,0.05,773.85
28421457Z,857,Pau,Romero Castells,Espanya,Madrid,8,8,1968,Home,1429,Sí,Grup A,Pau Romero Castells,True,1968-08-08,57,0.05,1500.45
27247467S,860,Anna,López,Espanya,Madrid,2,1,1952,Dona,1062,Sí,Grup A,Anna López,True,1952-01-02,73,0.05,1115.1
78697534Q,864,Omar,Zahraoui Zahraoui,Marroc,Rabat,1,7,1983,,1271,Sí,Grup A,Omar Zahraoui Zahraoui,False,1983-07-01,42,0.05,1334.55
20692229R,865,Oriol,López Romero,Espanya,Barcelona,22,5,1983,Home,1135,Sí,Grup A,Oriol López Romero,True,1983-05-22,42,0.05,1191.75
39270256A,867,Santiago,Rojas,Colòmbia,Bogotà,5,4,1987,Home,829,No,Grup A,Santiago Rojas,False,1987-04-05,38,0.05,870.45
31713444D,869,Arnau,Romero Martínez,Espanya,València,7,5,1962,Home,1245,Sí,Grup A,Arnau Romero Martínez,True,1962-05-07,63,0.05,1307.25
14773153R,871,Lea,Fischer,Alemanya,Berlín,9,9,1986,Dona,1370,Sí,Grup A,Lea Fischer,False,1986-09-09,39,0.05,1438.5
82046699J,872,William,Smith,Regne Unit,Manchester,19,5,1997,Home,1405,Sí,Grup A,William Smith,False,1997-05-19,28,0.05,1475.25
86893272V,874,Marc,Ferrer,Espanya,Madrid,27,4,1954,Home,1636,Sí,Grup A,Marc Ferrer,True,1954-04-27,71,0.05,1717.8
93782971H,875,Luisa,González Hernández,Mèxic,Ciutat de Mèxic,19,4,2005,Dona,687,No,Grup A,Luisa González Hernández,False,2005-04-19,20,0.05,721.35
21277706W,876,Carla,Ferrer,Espanya,Barcelona,13,12,1969,Dona,911,No,Grup A,Carla Ferrer,True,1969-12-13,55,0.05,956.55
70418524X,878,Laia,Castells Ferrer,Espanya,Madrid,7,5,1971,Dona,1516,Sí,Grup A,Laia Castells Ferrer,True,1971-05-07,54,0.05,1591.8
15566633F,882,Laia,Sánchez Martínez,Espanya,Barcelona,10,2,1971,Dona,1427,No,Grup A,Laia Sánchez Martínez,True,1971-02-10,54,0.05,1498.35
80657664E,886,Eva,López Castells,Espanya,Sevilla,4,12,2004,,874,Sí,Grup A,Eva López Castells,True,2004-12-04,21,0.05,917.7
90914480C,887,Oriol,Castells,Espanya,Barcelona,3,12,1987,Home,1662,No,Grup A,Oriol Castells,True,1987-12-03,38,0.05,1745.1
21163199Y,888,Joan,Sánchez,Espanya,Bilbao,18,3,1982,Home,1632,No,Grup A,Joan Sánchez,True,1982-03-18,43,0.05,1713.6
38279546W,889,Marc,Castells,Espanya,Sevilla,24,3,1974,Home,1008,No,Grup A,Marc Castells,True,1974-03-24,51,0.05,1058.4
84844149K,891,Marc,Sánchez Ferrer,Espanya,València,1,4,1998,Home,968,No,Grup A,Marc Sánchez Ferrer,True,1998-04-01,27,0.05,1016.4
26365080Y,892,Anna,Sánchez,Espanya,València,5,6,1988,Dona,965,No,Grup A,Anna Sánchez,True,1988-06-05,37,0.05,1013.25
21674643A,898,Julieta,Fernández,Argentina,Buenos Aires,28,1,1961,Dona,1493,Sí,Grup A,Julieta Fernández,False,1961-01-28,64,0.05,1567.65
76568322R,899,Antoine,Lefevre,França,Lió,17,6,1999,Home,1241,No,Grup A,Antoine Lefevre,False,1999-06-17,26,0.05,1303.05
59758346F,900,Laia,Martínez Romero,Espanya,Madrid,28,12,1957,Altres,728,Sí,Grup A,Laia Martínez Romero,True,1957-12-28,67,0.05,764.4
39104359X,901,Jordi,Romero García,Espanya,Barcelona,17,2,1972,Home,1134,No,Grup A,Jordi Romero García,True,1972-02-17,53,0.05,1190.7
56408493L,903,Anna,García García,Espanya,Madrid,8,5,2003,Dona,847,Sí,Grup A,Anna García García,True,2003-05-08,22,0.05,889.35
53176287C,906,Jordi,Castells,Espanya,Bilbao,6,2,1963,Home,1306,Sí,Grup A,Jordi Castells,True,1963-02-06,62,0.05,1371.3
80044333C,907,Núria,Martínez,Espanya,Bilbao,10,3,1971,Dona,988,No,Grup A,Núria Martínez,True,1971-03-10,54,0.05,1037.4
77158777S,908,Núria,García,Espanya,Bilbao,15,6,2001,Dona,698,Sí,Grup A,Núria García,True,2001-06-15,24,0.05,732.9
23645745S,912,Martina,Gómez,Argentina,Buenos Aires,5,12,1963,Dona,993,No,Grup A,Martina Gómez,False,1963-12-05,61,0.05,1042.65
65159318X,913,Luisa,Cruz Ramírez,Mèxic,Guadalajara,19,2,1985,Dona,722,No,Grup A,Luisa Cruz Ramírez,False,1985-02-19,40,0.05,758.1
40039044H,914,Núria,Romero,Espanya,Madrid,9,4,1974,Dona,683,Sí,Grup A,Núria Romero,True,1974-04-09,51,0.05,717.15
66460797A,915,Marc,López García,Espanya,Bilbao,10,9,2005,Home,1270,No,Grup A,Marc López García,True,2005-09-10,20,0.05,1333.5
69734812N,916,Anna,Sánchez,Espanya,Sevilla,17,7,1971,Dona,767,Sí,Grup A,Anna Sánchez,True,1971-07-17,54,0.05,805.35
54263997Y,918,Núria,Romero,Espanya,Madrid,9,3,1956,Dona,1415,No,Grup A,Núria Romero,True,1956-03-09,69,0.05,1485.75
87213442J,919,Clara,Ferrer Castells,Espanya,Sevilla,25,7,1998,Dona,1393,No,Grup A,Clara Ferrer Castells,True,1998-07-25,27,0.05,1462.65
92018667L,920,Joan,Martínez Castells,Espanya,Madrid,4,10,1985,Home,1139,No,Grup A,Joan Martínez Castells,True,1985-10-04,40,0.05,1195.95
22118978G,921,Núria,Ferrer,Espanya,València,26,4,1995,Dona,1233,No,Grup A,Núria Ferrer,True,1995-04-26,30,0.05,1294.65
78458482P,922,Pau,Ferrer,Espanya,Sevilla,6,3,1997,Home,1428,No,Grup A,Pau Ferrer,True,1997-03-06,28,0.05,1499.4
82204716Y,924,Pau,López Ferrer,Espanya,Bilbao,13,4,1960,Home,1129,Sí,Grup A,Pau López Ferrer,True,1960-04-13,65,0.05,1185.45
58088881Q,934,Anna,García,Espanya,Madrid,15,3,1960,Dona,1130,Sí,Grup A,Anna García,True,1960-03-15,65,0.05,1186.5
71312672X,939,Jordi,López Romero,Espanya,Bilbao,17,12,1978,Home,1016,No,Grup A,Jordi López Romero,True,1978-12-17,46,0.05,1066.8
23931178W,940,Toni,García,Espanya,València,4,5,1952,Home,1079,No,Grup A,Toni García,True,1952-05-04,73,0.05,1132.95
77665617B,942,Youssef,Bennani El Amrani,Marroc,Rabat,5,9,1960,Home,1619,No,Grup A,Youssef Bennani El Amrani,False,1960-09-05,65,0.05,1699.95
43437575V,943,Clara,Romero,Espanya,Bilbao,5,12,2004,Dona,1507,No,Grup A,Clara Romero,True,2004-12-05,20,0.05,1582.35
86366713Z,946,Carla,Sánchez Romero,Espanya,Madrid,22,1,2005,,892,No,Grup A,Carla Sánchez Romero,True,2005-01-22,20,0.05,936.6
38147748A,949,Núria,Martínez Ferrer,Espanya,València,4,11,1976,Dona,1028,No,Grup A,Núria Martínez Ferrer,True,1976-11-04,49,0.05,1079.4
49560214X,950,Felipe,Gutiérrez,Colòmbia,Medellín,13,11,1989,Home,1275,No,Grup A,Felipe Gutiérrez,False,1989-11-13,36,0.05,1338.75
83600087R,951,Toni,Romero,Espanya,Sevilla,26,9,1952,,1222,Sí,Grup A,Toni Romero,True,1952-09-26,73,0.05,1283.1
86899840T,953,Eva,García,Espanya,Bilbao,13,9,1978,Dona,1117,No,Grup A,Eva García,True,1978-09-13,47,0.05,1172.85
67837921D,954,Isla,Taylor Smith,Regne Unit,Londres,7,5,1965,Dona,1237,No,Grup A,Isla Taylor Smith,False,1965-05-07,60,0.05,1298.85
12091945C,956,Oriol,Sánchez,Espanya,Barcelona,5,2,1986,Home,747,No,Grup A,Oriol Sánchez,True,1986-02-05,39,0.05,784.35
71514483K,957,Jean,Girard Lefevre,França,Lió,28,12,1960,Home,930,No,Grup A,Jean Girard Lefevre,False,1960-12-28,64,0.05,976.5
48749091Z,958,Oriol,Sánchez García,Espanya,València,16,7,1965,Home,1273,No,Grup A,Oriol Sánchez García,True,1965-07-16,60,0.05,1336.65
29019539A,961,Clara,Romero García,Espanya,València,8,2,1989,Dona,1246,Sí,Grup A,Clara Romero García,True,1989-02-08,36,0.05,1308.3
98430241N,962,Toni,López,Espanya,Bilbao,3,6,1956,Home,857,No,Grup A,Toni López,True,1956-06-03,69,0.05,899.85
89759837X,963,Laia,Romero,Espanya,Barcelona,17,9,1966,Dona,952,Sí,Grup A,Laia Romero,True,1966-09-17,59,0.05,999.6
69520375Z,966,Núria,García Castells,Espanya,Sevilla,23,12,1986,Dona,1259,No,Grup A,Núria García Castells,True,1986-12-23,38,0.05,1321.95
75634877M,967,Marc,Castells Castells,Espanya,Bilbao,18,12,1955,Home,1330,Sí,Grup A,Marc Castells Castells,True,1955-12-18,69,0.05,1396.5
58558026P,968,Toni,Romero Martínez,Espanya,Bilbao,15,9,1980,Home,1221,No,Grup A,Toni Romero Martínez,True,1980-09-15,45,0.05,1282.05
67475809B,974,Jordi,Romero,Espanya,Barcelona,6,9,1952,Home,1673,Sí,Grup A,Jordi Romero,True,1952-09-06,73,0.05,1756.65
21511240Y,975,Oriol,García Castells,Espanya,Barcelona,8,5,1987,Home,917,No,Grup A,Oriol García Castells,True,1987-05-08,38,0.05,962.85
14371347B,978,William,Taylor,Regne Unit,Londres,11,10,1957,Home,1017,No,Grup A,William Taylor,False,1957-10-11,68,0.05,1067.85
80867475E,979,Arnau,Martínez,Espanya,Bilbao,9,10,1996,Home,1172,Sí,Grup A,Arnau Martínez,True,1996-10-09,29,0.05,1230.6
54542153E,980,Chloé,Girard Girard,França,Marsella,17,12,1956,Dona,1433,No,Grup A,Chloé Girard Girard,False,1956-12-17,68,0.05,1504.65
93060003K,982,Felipe,Gutiérrez,Colòmbia,Medellín,17,9,1953,Home,1142,Sí,Grup A,Felipe Gutiérrez,False,1953-09-17,72,0.05,1199.1
30892443R,983,Élise,Moreau Moreau,França,París,10,6,1992,Dona,1378,No,Grup A,Élise Moreau Moreau,False,1992-06-10,33,0.05,1446.9
26804172P,986,Andrés,Ramírez Hernández,Mèxic,Ciutat de Mèxic,2,9,1956,Home,1457,Sí,Grup A,Andrés Ramírez Hernández,False,1956-09-02,69,0.05,1529.85
58404017Q,989,Jean,Dubois,França,Lió,13,2,1960,Home,1001,Sí,Grup A,Jean Dubois,False,1960-02-13,65,0.05,1051.05
59083606S,992,Toni,López,Espanya,Sevilla,20,10,1950,,1538,No,Grup A,Toni López,True,1950-10-20,75,0.05,1614.9
25874228C,993,Laia,López,Espanya,Barcelona,8,3,1970,Dona,1315,No,Grup A,Laia López,True,1970-03-08,55,0.05,1380.75
52145541P,996,Joan,García,Espanya,Sevilla,11,4,1959,Home,971,No,Grup A,Joan García,True,1959-04-11,66,0.05,1019.55
69760120X,997,Laia,Ferrer Martínez,Espanya,Barcelona,11,11,1980,Dona,682,No,Grup A,Laia Ferrer Martínez,True,1980-11-11,45,0.05,716.1
89253307W,999,Clara,Sánchez López,Espanya,Bilbao,1,8,1952,Dona,1217,No,Grup A,Clara Sánchez López,True,1952-08-01,73,0.05,1277.85
